file,speaker
synthesized_audio/de7_bored_p000142.wav,de7
synthesized_audio/de7_scared_p000143.wav,de7
synthesized_audio/de1_happy_p000144.wav,de1
synthesized_audio/de1_neutral_p000147.wav,de1
synthesized_audio/de1_scared_p000149.wav,de1
synthesized_audio/de2_happy_p000150.wav,de2
synthesized_audio/de2_angry_p000151.wav,de2
synthesized_audio/de2_sad_p000152.wav,de2
synthesized_audio/de2_scared_p000155.wav,de2
synthesized_audio/de3_happy_p000156.wav,de3
synthesized_audio/de3_neutral_p000159.wav,de3
synthesized_audio/de3_bored_p000160.wav,de3
synthesized_audio/de4_happy_p000162.wav,de4
synthesized_audio/de4_angry_p000163.wav,de4
synthesized_audio/de4_sad_p000164.wav,de4
synthesized_audio/de4_neutral_p000165.wav,de4
synthesized_audio/de4_scared_p000167.wav,de4
synthesized_audio/de6_happy_p000168.wav,de6
synthesized_audio/de6_angry_p000169.wav,de6
synthesized_audio/de6_sad_p000170.wav,de6
synthesized_audio/de6_neutral_p000171.wav,de6
synthesized_audio/de6_bored_p000172.wav,de6
synthesized_audio/de6_scared_p000173.wav,de6
synthesized_audio/de7_happy_p000174.wav,de7
synthesized_audio/de7_angry_p000175.wav,de7
synthesized_audio/de7_sad_p000176.wav,de7
synthesized_audio/de7_neutral_p000177.wav,de7
synthesized_audio/de7_bored_p000178.wav,de7
synthesized_audio/de7_scared_p000179.wav,de7
synthesized_audio/de1_happy_p000180.wav,de1
synthesized_audio/de1_sad_p000182.wav,de1
synthesized_audio/de1_neutral_p000183.wav,de1
synthesized_audio/de1_bored_p000184.wav,de1
synthesized_audio/de1_scared_p000185.wav,de1
synthesized_audio/de2_happy_p000186.wav,de2
synthesized_audio/de2_angry_p000187.wav,de2
synthesized_audio/de2_sad_p000188.wav,de2
synthesized_audio/de2_neutral_p000189.wav,de2
synthesized_audio/de2_bored_p000190.wav,de2
synthesized_audio/de2_scared_p000191.wav,de2
synthesized_audio/de3_happy_p000192.wav,de3
synthesized_audio/de3_angry_p000193.wav,de3
synthesized_audio/de3_neutral_p000195.wav,de3
synthesized_audio/de3_bored_p000196.wav,de3
synthesized_audio/de4_happy_p000198.wav,de4
synthesized_audio/de4_angry_p000199.wav,de4
synthesized_audio/de4_sad_p000200.wav,de4
synthesized_audio/de4_neutral_p000201.wav,de4
synthesized_audio/de4_bored_p000202.wav,de4
synthesized_audio/de4_scared_p000203.wav,de4
synthesized_audio/de6_happy_p000204.wav,de6
synthesized_audio/de6_angry_p000205.wav,de6
synthesized_audio/de6_sad_p000206.wav,de6
synthesized_audio/de6_neutral_p000207.wav,de6
synthesized_audio/de6_bored_p000208.wav,de6
synthesized_audio/de6_scared_p000209.wav,de6
synthesized_audio/de7_angry_p000211.wav,de7
synthesized_audio/de7_sad_p000212.wav,de7
synthesized_audio/de7_neutral_p000213.wav,de7
synthesized_audio/de7_bored_p000214.wav,de7
synthesized_audio/de7_scared_p000215.wav,de7
synthesized_audio/de1_happy_p000216.wav,de1
synthesized_audio/de1_angry_p000217.wav,de1
synthesized_audio/de1_neutral_p000219.wav,de1
synthesized_audio/de1_bored_p000220.wav,de1
synthesized_audio/de1_scared_p000221.wav,de1
synthesized_audio/de2_happy_p000222.wav,de2
synthesized_audio/de2_sad_p000224.wav,de2
synthesized_audio/de2_neutral_p000225.wav,de2
synthesized_audio/de2_bored_p000226.wav,de2
synthesized_audio/de2_scared_p000227.wav,de2
synthesized_audio/de3_happy_p000228.wav,de3
synthesized_audio/de3_angry_p000229.wav,de3
synthesized_audio/de3_sad_p000230.wav,de3
synthesized_audio/de3_neutral_p000231.wav,de3
synthesized_audio/de3_scared_p000233.wav,de3
synthesized_audio/de4_happy_p000234.wav,de4
synthesized_audio/de4_angry_p000235.wav,de4
synthesized_audio/de4_sad_p000236.wav,de4
synthesized_audio/de4_neutral_p000237.wav,de4
synthesized_audio/de4_bored_p000238.wav,de4
synthesized_audio/de4_scared_p000239.wav,de4
synthesized_audio/de6_happy_p000240.wav,de6
synthesized_audio/de6_angry_p000241.wav,de6
synthesized_audio/de6_sad_p000242.wav,de6
synthesized_audio/de6_neutral_p000243.wav,de6
synthesized_audio/de6_bored_p000244.wav,de6
synthesized_audio/de6_scared_p000245.wav,de6
synthesized_audio/de7_happy_p000246.wav,de7
synthesized_audio/de7_angry_p000247.wav,de7
synthesized_audio/de7_sad_p000248.wav,de7
synthesized_audio/de7_neutral_p000249.wav,de7
synthesized_audio/de7_bored_p000250.wav,de7
synthesized_audio/de7_scared_p000251.wav,de7
synthesized_audio/de1_happy_p000252.wav,de1
synthesized_audio/de1_angry_p000253.wav,de1
synthesized_audio/de1_sad_p000254.wav,de1
synthesized_audio/de1_neutral_p000255.wav,de1
synthesized_audio/de1_bored_p000256.wav,de1
synthesized_audio/de1_scared_p000257.wav,de1
synthesized_audio/de2_happy_p000258.wav,de2
synthesized_audio/de2_angry_p000259.wav,de2
synthesized_audio/de2_sad_p000260.wav,de2
synthesized_audio/de2_neutral_p000261.wav,de2
synthesized_audio/de2_bored_p000262.wav,de2
synthesized_audio/de3_happy_p000264.wav,de3
synthesized_audio/de3_sad_p000266.wav,de3
synthesized_audio/de3_neutral_p000267.wav,de3
synthesized_audio/de3_bored_p000268.wav,de3
synthesized_audio/de3_scared_p000269.wav,de3
synthesized_audio/de4_happy_p000270.wav,de4
synthesized_audio/de4_sad_p000272.wav,de4
synthesized_audio/de4_neutral_p000273.wav,de4
synthesized_audio/de4_bored_p000274.wav,de4
synthesized_audio/de4_scared_p000275.wav,de4
synthesized_audio/de6_happy_p000276.wav,de6
synthesized_audio/de6_angry_p000277.wav,de6
synthesized_audio/de6_sad_p000278.wav,de6
synthesized_audio/de6_neutral_p000279.wav,de6
synthesized_audio/de6_bored_p000280.wav,de6
synthesized_audio/de6_scared_p000281.wav,de6
synthesized_audio/de7_happy_p000282.wav,de7
synthesized_audio/de7_angry_p000283.wav,de7
synthesized_audio/de7_sad_p000284.wav,de7
synthesized_audio/de7_neutral_p000285.wav,de7
synthesized_audio/de7_bored_p000286.wav,de7
synthesized_audio/de7_scared_p000287.wav,de7
synthesized_audio/de1_happy_p000288.wav,de1
synthesized_audio/de1_sad_p000290.wav,de1
synthesized_audio/de1_neutral_p000291.wav,de1
synthesized_audio/de1_bored_p000292.wav,de1
synthesized_audio/de1_scared_p000293.wav,de1
synthesized_audio/de2_happy_p000294.wav,de2
synthesized_audio/de2_angry_p000295.wav,de2
synthesized_audio/de2_sad_p000296.wav,de2
synthesized_audio/de2_neutral_p000297.wav,de2
synthesized_audio/de3_happy_p000300.wav,de3
synthesized_audio/de3_sad_p000302.wav,de3
synthesized_audio/de3_neutral_p000303.wav,de3
synthesized_audio/de3_bored_p000304.wav,de3
synthesized_audio/de4_happy_p000306.wav,de4
synthesized_audio/de4_angry_p000307.wav,de4
synthesized_audio/de4_sad_p000308.wav,de4
synthesized_audio/de4_neutral_p000309.wav,de4
synthesized_audio/de4_bored_p000310.wav,de4
synthesized_audio/de4_scared_p000311.wav,de4
synthesized_audio/de6_happy_p000312.wav,de6
synthesized_audio/de6_angry_p000313.wav,de6
synthesized_audio/de6_sad_p000314.wav,de6
synthesized_audio/de6_neutral_p000315.wav,de6
synthesized_audio/de6_bored_p000316.wav,de6
synthesized_audio/de6_scared_p000317.wav,de6
synthesized_audio/de7_happy_p000318.wav,de7
synthesized_audio/de7_angry_p000319.wav,de7
synthesized_audio/de7_sad_p000320.wav,de7
synthesized_audio/de7_neutral_p000321.wav,de7
synthesized_audio/de7_bored_p000322.wav,de7
synthesized_audio/de7_scared_p000323.wav,de7
synthesized_audio/de1_happy_p000324.wav,de1
synthesized_audio/de1_bored_p000328.wav,de1
synthesized_audio/de2_happy_p000330.wav,de2
synthesized_audio/de2_angry_p000331.wav,de2
synthesized_audio/de2_bored_p000334.wav,de2
synthesized_audio/de2_scared_p000335.wav,de2
synthesized_audio/de3_happy_p000336.wav,de3
synthesized_audio/de3_neutral_p000339.wav,de3
synthesized_audio/de3_bored_p000340.wav,de3
synthesized_audio/de4_happy_p000342.wav,de4
synthesized_audio/de4_angry_p000343.wav,de4
synthesized_audio/de4_neutral_p000345.wav,de4
synthesized_audio/de4_bored_p000346.wav,de4
synthesized_audio/de4_scared_p000347.wav,de4
synthesized_audio/de6_happy_p000348.wav,de6
synthesized_audio/de6_angry_p000349.wav,de6
synthesized_audio/de6_sad_p000350.wav,de6
synthesized_audio/de6_neutral_p000351.wav,de6
synthesized_audio/de6_bored_p000352.wav,de6
synthesized_audio/de6_scared_p000353.wav,de6
synthesized_audio/de7_happy_p000354.wav,de7
synthesized_audio/de7_angry_p000355.wav,de7
synthesized_audio/de7_neutral_p000357.wav,de7
synthesized_audio/de7_bored_p000358.wav,de7
synthesized_audio/de7_scared_p000359.wav,de7
synthesized_audio/de1_happy_p000360.wav,de1
synthesized_audio/de1_bored_p000364.wav,de1
synthesized_audio/de2_neutral_p000369.wav,de2
synthesized_audio/de2_bored_p000370.wav,de2
synthesized_audio/de2_scared_p000371.wav,de2
synthesized_audio/de3_sad_p000374.wav,de3
synthesized_audio/de3_neutral_p000375.wav,de3
synthesized_audio/de3_bored_p000376.wav,de3
synthesized_audio/de3_scared_p000377.wav,de3
synthesized_audio/de4_happy_p000378.wav,de4
synthesized_audio/de4_angry_p000379.wav,de4
synthesized_audio/de4_sad_p000380.wav,de4
synthesized_audio/de4_neutral_p000381.wav,de4
synthesized_audio/de6_happy_p000384.wav,de6
synthesized_audio/de6_angry_p000385.wav,de6
synthesized_audio/de6_neutral_p000387.wav,de6
synthesized_audio/de6_bored_p000388.wav,de6
synthesized_audio/de6_scared_p000389.wav,de6
synthesized_audio/de7_angry_p000391.wav,de7
synthesized_audio/de7_sad_p000392.wav,de7
synthesized_audio/de7_neutral_p000393.wav,de7
synthesized_audio/de7_bored_p000394.wav,de7
synthesized_audio/de7_scared_p000395.wav,de7
synthesized_audio/de1_happy_p000396.wav,de1
synthesized_audio/de1_angry_p000397.wav,de1
synthesized_audio/de1_sad_p000398.wav,de1
synthesized_audio/de1_neutral_p000399.wav,de1
synthesized_audio/de1_bored_p000400.wav,de1
synthesized_audio/de1_scared_p000401.wav,de1
synthesized_audio/de2_happy_p000402.wav,de2
synthesized_audio/de2_angry_p000403.wav,de2
synthesized_audio/de2_sad_p000404.wav,de2
synthesized_audio/de2_bored_p000406.wav,de2
synthesized_audio/de3_happy_p000408.wav,de3
synthesized_audio/de3_angry_p000409.wav,de3
synthesized_audio/de3_bored_p000412.wav,de3
synthesized_audio/de3_scared_p000413.wav,de3
synthesized_audio/de4_happy_p000414.wav,de4
synthesized_audio/de4_angry_p000415.wav,de4
synthesized_audio/de4_sad_p000416.wav,de4
synthesized_audio/de4_neutral_p000417.wav,de4
synthesized_audio/de4_bored_p000418.wav,de4
synthesized_audio/de4_scared_p000419.wav,de4
synthesized_audio/de6_happy_p000420.wav,de6
synthesized_audio/de6_angry_p000421.wav,de6
synthesized_audio/de6_sad_p000422.wav,de6
synthesized_audio/de6_neutral_p000423.wav,de6
synthesized_audio/de6_bored_p000424.wav,de6
synthesized_audio/de6_scared_p000425.wav,de6
synthesized_audio/de7_happy_p000426.wav,de7
synthesized_audio/de7_angry_p000427.wav,de7
synthesized_audio/de7_sad_p000428.wav,de7
synthesized_audio/de7_neutral_p000429.wav,de7
synthesized_audio/de7_bored_p000430.wav,de7
synthesized_audio/de7_scared_p000431.wav,de7
synthesized_audio/de1_happy_p000432.wav,de1
synthesized_audio/de1_angry_p000433.wav,de1
synthesized_audio/de1_bored_p000436.wav,de1
synthesized_audio/de1_scared_p000437.wav,de1
synthesized_audio/de2_happy_p000438.wav,de2
synthesized_audio/de2_angry_p000439.wav,de2
synthesized_audio/de2_sad_p000440.wav,de2
synthesized_audio/de2_neutral_p000441.wav,de2
synthesized_audio/de2_bored_p000442.wav,de2
synthesized_audio/de2_scared_p000443.wav,de2
synthesized_audio/de3_happy_p000444.wav,de3
synthesized_audio/de3_sad_p000446.wav,de3
synthesized_audio/de3_neutral_p000447.wav,de3
synthesized_audio/de3_bored_p000448.wav,de3
synthesized_audio/de4_happy_p000450.wav,de4
synthesized_audio/de4_angry_p000451.wav,de4
synthesized_audio/de4_bored_p000454.wav,de4
synthesized_audio/de6_happy_p000456.wav,de6
synthesized_audio/de6_angry_p000457.wav,de6
synthesized_audio/de6_sad_p000458.wav,de6
synthesized_audio/de6_neutral_p000459.wav,de6
synthesized_audio/de6_bored_p000460.wav,de6
synthesized_audio/de6_scared_p000461.wav,de6
synthesized_audio/de7_happy_p000462.wav,de7
synthesized_audio/de7_angry_p000463.wav,de7
synthesized_audio/de7_sad_p000464.wav,de7
synthesized_audio/de7_neutral_p000465.wav,de7
synthesized_audio/de7_bored_p000466.wav,de7
synthesized_audio/de7_scared_p000467.wav,de7
synthesized_audio/de1_happy_p000468.wav,de1
synthesized_audio/de1_angry_p000469.wav,de1
synthesized_audio/de1_neutral_p000471.wav,de1
synthesized_audio/de1_scared_p000473.wav,de1
synthesized_audio/de2_happy_p000474.wav,de2
synthesized_audio/de2_sad_p000476.wav,de2
synthesized_audio/de2_neutral_p000477.wav,de2
synthesized_audio/de2_bored_p000478.wav,de2
synthesized_audio/de3_happy_p000480.wav,de3
synthesized_audio/de3_sad_p000482.wav,de3
synthesized_audio/de3_neutral_p000483.wav,de3
synthesized_audio/de3_bored_p000484.wav,de3
synthesized_audio/de4_happy_p000486.wav,de4
synthesized_audio/de4_angry_p000487.wav,de4
synthesized_audio/de4_sad_p000488.wav,de4
synthesized_audio/de4_neutral_p000489.wav,de4
synthesized_audio/de4_bored_p000490.wav,de4
synthesized_audio/de4_scared_p000491.wav,de4
synthesized_audio/de6_happy_p000492.wav,de6
synthesized_audio/de6_angry_p000493.wav,de6
synthesized_audio/de6_sad_p000494.wav,de6
synthesized_audio/de6_neutral_p000495.wav,de6
synthesized_audio/de6_bored_p000496.wav,de6
synthesized_audio/de6_scared_p000497.wav,de6
synthesized_audio/de7_happy_p000498.wav,de7
synthesized_audio/de7_angry_p000499.wav,de7
synthesized_audio/de7_sad_p000500.wav,de7
synthesized_audio/de7_neutral_p000501.wav,de7
synthesized_audio/de7_bored_p000502.wav,de7
synthesized_audio/de7_scared_p000503.wav,de7
synthesized_audio/de1_happy_p000504.wav,de1
synthesized_audio/de1_angry_p000505.wav,de1
synthesized_audio/de1_sad_p000506.wav,de1
synthesized_audio/de1_neutral_p000507.wav,de1
synthesized_audio/de1_bored_p000508.wav,de1
synthesized_audio/de1_scared_p000509.wav,de1
synthesized_audio/de2_angry_p000511.wav,de2
synthesized_audio/de2_sad_p000512.wav,de2
synthesized_audio/de2_neutral_p000513.wav,de2
synthesized_audio/de2_scared_p000515.wav,de2
synthesized_audio/de3_happy_p000516.wav,de3
synthesized_audio/de3_sad_p000518.wav,de3
synthesized_audio/de3_neutral_p000519.wav,de3
synthesized_audio/de3_bored_p000520.wav,de3
synthesized_audio/de3_scared_p000521.wav,de3
synthesized_audio/de4_happy_p000522.wav,de4
synthesized_audio/de4_angry_p000523.wav,de4
synthesized_audio/de4_sad_p000524.wav,de4
synthesized_audio/de6_happy_p000528.wav,de6
synthesized_audio/de6_angry_p000529.wav,de6
synthesized_audio/de6_sad_p000530.wav,de6
synthesized_audio/de6_neutral_p000531.wav,de6
synthesized_audio/de6_bored_p000532.wav,de6
synthesized_audio/de6_scared_p000533.wav,de6
synthesized_audio/de7_happy_p000534.wav,de7
synthesized_audio/de7_angry_p000535.wav,de7
synthesized_audio/de7_sad_p000536.wav,de7
synthesized_audio/de7_neutral_p000537.wav,de7
synthesized_audio/de7_bored_p000538.wav,de7
synthesized_audio/de7_scared_p000539.wav,de7
synthesized_audio/de1_neutral_p000543.wav,de1
synthesized_audio/de1_bored_p000544.wav,de1
synthesized_audio/de2_happy_p000546.wav,de2
synthesized_audio/de2_sad_p000548.wav,de2
synthesized_audio/de2_neutral_p000549.wav,de2
synthesized_audio/de2_bored_p000550.wav,de2
synthesized_audio/de3_happy_p000552.wav,de3
synthesized_audio/de3_sad_p000554.wav,de3
synthesized_audio/de3_neutral_p000555.wav,de3
synthesized_audio/de3_bored_p000556.wav,de3
synthesized_audio/de3_scared_p000557.wav,de3
synthesized_audio/de4_happy_p000558.wav,de4
synthesized_audio/de4_angry_p000559.wav,de4
synthesized_audio/de4_sad_p000560.wav,de4
synthesized_audio/de4_neutral_p000561.wav,de4
synthesized_audio/de4_bored_p000562.wav,de4
synthesized_audio/de4_scared_p000563.wav,de4
synthesized_audio/de6_happy_p000564.wav,de6
synthesized_audio/de6_angry_p000565.wav,de6
synthesized_audio/de6_sad_p000566.wav,de6
synthesized_audio/de6_neutral_p000567.wav,de6
synthesized_audio/de6_bored_p000568.wav,de6
synthesized_audio/de6_scared_p000569.wav,de6
synthesized_audio/de7_happy_p000570.wav,de7
synthesized_audio/de7_angry_p000571.wav,de7
synthesized_audio/de7_sad_p000572.wav,de7
synthesized_audio/de7_neutral_p000573.wav,de7
synthesized_audio/de7_bored_p000574.wav,de7
synthesized_audio/de7_scared_p000575.wav,de7
synthesized_audio/de1_happy_p000576.wav,de1
synthesized_audio/de1_angry_p000577.wav,de1
synthesized_audio/de1_sad_p000578.wav,de1
synthesized_audio/de1_bored_p000580.wav,de1
synthesized_audio/de2_happy_p000582.wav,de2
synthesized_audio/de2_sad_p000584.wav,de2
synthesized_audio/de2_bored_p000586.wav,de2
synthesized_audio/de3_happy_p000588.wav,de3
synthesized_audio/de3_sad_p000590.wav,de3
synthesized_audio/de3_neutral_p000591.wav,de3
synthesized_audio/de3_bored_p000592.wav,de3
synthesized_audio/de3_scared_p000593.wav,de3
synthesized_audio/de4_happy_p000594.wav,de4
synthesized_audio/de4_angry_p000595.wav,de4
synthesized_audio/de4_sad_p000596.wav,de4
synthesized_audio/de4_neutral_p000597.wav,de4
synthesized_audio/de4_bored_p000598.wav,de4
synthesized_audio/de6_happy_p000600.wav,de6
synthesized_audio/de6_angry_p000601.wav,de6
synthesized_audio/de6_sad_p000602.wav,de6
synthesized_audio/de6_neutral_p000603.wav,de6
synthesized_audio/de6_bored_p000604.wav,de6
synthesized_audio/de6_scared_p000605.wav,de6
synthesized_audio/de7_happy_p000606.wav,de7
synthesized_audio/de7_angry_p000607.wav,de7
synthesized_audio/de7_sad_p000608.wav,de7
synthesized_audio/de7_neutral_p000609.wav,de7
synthesized_audio/de7_bored_p000610.wav,de7
synthesized_audio/de7_scared_p000611.wav,de7
synthesized_audio/de1_happy_p000612.wav,de1
synthesized_audio/de1_angry_p000613.wav,de1
synthesized_audio/de1_sad_p000614.wav,de1
synthesized_audio/de1_neutral_p000615.wav,de1
synthesized_audio/de1_bored_p000616.wav,de1
synthesized_audio/de2_happy_p000618.wav,de2
synthesized_audio/de2_sad_p000620.wav,de2
synthesized_audio/de2_neutral_p000621.wav,de2
synthesized_audio/de2_bored_p000622.wav,de2
synthesized_audio/de2_scared_p000623.wav,de2
synthesized_audio/de3_happy_p000624.wav,de3
synthesized_audio/de3_neutral_p000627.wav,de3
synthesized_audio/de3_bored_p000628.wav,de3
synthesized_audio/de3_scared_p000629.wav,de3
synthesized_audio/de4_happy_p000630.wav,de4
synthesized_audio/de4_angry_p000631.wav,de4
synthesized_audio/de4_sad_p000632.wav,de4
synthesized_audio/de4_neutral_p000633.wav,de4
synthesized_audio/de4_bored_p000634.wav,de4
synthesized_audio/de4_scared_p000635.wav,de4
synthesized_audio/de6_happy_p000636.wav,de6
synthesized_audio/de6_angry_p000637.wav,de6
synthesized_audio/de6_sad_p000638.wav,de6
synthesized_audio/de6_neutral_p000639.wav,de6
synthesized_audio/de6_bored_p000640.wav,de6
synthesized_audio/de6_scared_p000641.wav,de6
synthesized_audio/de7_happy_p000642.wav,de7
synthesized_audio/de7_angry_p000643.wav,de7
synthesized_audio/de7_sad_p000644.wav,de7
synthesized_audio/de7_neutral_p000645.wav,de7
synthesized_audio/de7_bored_p000646.wav,de7
synthesized_audio/de7_scared_p000647.wav,de7
synthesized_audio/de1_angry_p000649.wav,de1
synthesized_audio/de1_neutral_p000651.wav,de1
synthesized_audio/de1_bored_p000652.wav,de1
synthesized_audio/de1_scared_p000653.wav,de1
synthesized_audio/de2_happy_p000654.wav,de2
synthesized_audio/de2_sad_p000656.wav,de2
synthesized_audio/de2_neutral_p000657.wav,de2
synthesized_audio/de2_bored_p000658.wav,de2
synthesized_audio/de2_scared_p000659.wav,de2
synthesized_audio/de3_happy_p000660.wav,de3
synthesized_audio/de3_sad_p000662.wav,de3
synthesized_audio/de3_neutral_p000663.wav,de3
synthesized_audio/de3_bored_p000664.wav,de3
synthesized_audio/de3_scared_p000665.wav,de3
synthesized_audio/de4_happy_p000666.wav,de4
synthesized_audio/de4_angry_p000667.wav,de4
synthesized_audio/de4_sad_p000668.wav,de4
synthesized_audio/de4_neutral_p000669.wav,de4
synthesized_audio/de4_bored_p000670.wav,de4
synthesized_audio/de4_scared_p000671.wav,de4
synthesized_audio/de6_happy_p000672.wav,de6
synthesized_audio/de6_angry_p000673.wav,de6
synthesized_audio/de6_sad_p000674.wav,de6
synthesized_audio/de6_neutral_p000675.wav,de6
synthesized_audio/de6_bored_p000676.wav,de6
synthesized_audio/de6_scared_p000677.wav,de6
synthesized_audio/de7_happy_p000678.wav,de7
synthesized_audio/de7_sad_p000680.wav,de7
synthesized_audio/de7_neutral_p000681.wav,de7
synthesized_audio/de7_bored_p000682.wav,de7
synthesized_audio/de7_scared_p000683.wav,de7
synthesized_audio/de1_happy_p000684.wav,de1
synthesized_audio/de1_neutral_p000687.wav,de1
synthesized_audio/de1_bored_p000688.wav,de1
synthesized_audio/de1_scared_p000689.wav,de1
synthesized_audio/de2_happy_p000690.wav,de2
synthesized_audio/de2_sad_p000692.wav,de2
synthesized_audio/de2_neutral_p000693.wav,de2
synthesized_audio/de2_bored_p000694.wav,de2
synthesized_audio/de2_scared_p000695.wav,de2
synthesized_audio/de3_happy_p000696.wav,de3
synthesized_audio/de3_angry_p000697.wav,de3
synthesized_audio/de3_sad_p000698.wav,de3
synthesized_audio/de3_scared_p000701.wav,de3
synthesized_audio/de4_happy_p000702.wav,de4
synthesized_audio/de4_angry_p000703.wav,de4
synthesized_audio/de4_sad_p000704.wav,de4
synthesized_audio/de4_neutral_p000705.wav,de4
synthesized_audio/de4_bored_p000706.wav,de4
synthesized_audio/de4_scared_p000707.wav,de4
