file,emotion
synthesized_audio/de4_angry_p000235.wav,anger
synthesized_audio/de4_sad_p000236.wav,sadness
synthesized_audio/de4_neutral_p000237.wav,neutral
synthesized_audio/de4_bored_p000238.wav,boredom
synthesized_audio/de4_scared_p000239.wav,fear
synthesized_audio/de1_happy_p000252.wav,happiness
synthesized_audio/de1_angry_p000253.wav,anger
synthesized_audio/de1_sad_p000254.wav,sadness
synthesized_audio/de1_neutral_p000255.wav,neutral
synthesized_audio/de1_bored_p000256.wav,boredom
synthesized_audio/de1_scared_p000257.wav,fear
synthesized_audio/de2_happy_p000258.wav,happiness
synthesized_audio/de2_angry_p000259.wav,anger
synthesized_audio/de2_sad_p000260.wav,sadness
synthesized_audio/de2_neutral_p000261.wav,neutral
synthesized_audio/de2_bored_p000262.wav,boredom
synthesized_audio/de3_happy_p000264.wav,happiness
synthesized_audio/de3_sad_p000266.wav,sadness
synthesized_audio/de3_neutral_p000267.wav,neutral
synthesized_audio/de3_bored_p000268.wav,boredom
synthesized_audio/de3_scared_p000269.wav,fear
synthesized_audio/de4_happy_p000270.wav,happiness
synthesized_audio/de4_sad_p000272.wav,sadness
synthesized_audio/de4_neutral_p000273.wav,neutral
synthesized_audio/de4_bored_p000274.wav,boredom
synthesized_audio/de4_scared_p000275.wav,fear
synthesized_audio/de1_happy_p000288.wav,happiness
synthesized_audio/de1_sad_p000290.wav,sadness
synthesized_audio/de1_neutral_p000291.wav,neutral
synthesized_audio/de1_bored_p000292.wav,boredom
synthesized_audio/de1_scared_p000293.wav,fear
synthesized_audio/de2_happy_p000294.wav,happiness
synthesized_audio/de2_angry_p000295.wav,anger
synthesized_audio/de2_sad_p000296.wav,sadness
synthesized_audio/de2_neutral_p000297.wav,neutral
synthesized_audio/de3_happy_p000300.wav,happiness
synthesized_audio/de3_sad_p000302.wav,sadness
synthesized_audio/de3_neutral_p000303.wav,neutral
synthesized_audio/de3_bored_p000304.wav,boredom
synthesized_audio/de4_happy_p000306.wav,happiness
synthesized_audio/de4_angry_p000307.wav,anger
synthesized_audio/de4_sad_p000308.wav,sadness
synthesized_audio/de4_neutral_p000309.wav,neutral
synthesized_audio/de4_bored_p000310.wav,boredom
synthesized_audio/de4_scared_p000311.wav,fear
synthesized_audio/de1_happy_p000324.wav,happiness
synthesized_audio/de1_bored_p000328.wav,boredom
synthesized_audio/de2_happy_p000330.wav,happiness
synthesized_audio/de2_angry_p000331.wav,anger
synthesized_audio/de2_bored_p000334.wav,boredom
synthesized_audio/de2_scared_p000335.wav,fear
synthesized_audio/de3_happy_p000336.wav,happiness
synthesized_audio/de3_neutral_p000339.wav,neutral
synthesized_audio/de3_bored_p000340.wav,boredom
synthesized_audio/de4_happy_p000342.wav,happiness
synthesized_audio/de4_angry_p000343.wav,anger
synthesized_audio/de4_neutral_p000345.wav,neutral
synthesized_audio/de4_bored_p000346.wav,boredom
synthesized_audio/de4_scared_p000347.wav,fear
synthesized_audio/de1_happy_p000360.wav,happiness
synthesized_audio/de1_bored_p000364.wav,boredom
synthesized_audio/de2_neutral_p000369.wav,neutral
synthesized_audio/de2_bored_p000370.wav,boredom
synthesized_audio/de2_scared_p000371.wav,fear
synthesized_audio/de3_sad_p000374.wav,sadness
synthesized_audio/de3_neutral_p000375.wav,neutral
synthesized_audio/de3_bored_p000376.wav,boredom
synthesized_audio/de3_scared_p000377.wav,fear
synthesized_audio/de4_happy_p000378.wav,happiness
synthesized_audio/de4_angry_p000379.wav,anger
synthesized_audio/de4_sad_p000380.wav,sadness
synthesized_audio/de4_neutral_p000381.wav,neutral
synthesized_audio/de1_happy_p000396.wav,happiness
synthesized_audio/de1_angry_p000397.wav,anger
synthesized_audio/de1_sad_p000398.wav,sadness
synthesized_audio/de1_neutral_p000399.wav,neutral
synthesized_audio/de1_bored_p000400.wav,boredom
synthesized_audio/de1_scared_p000401.wav,fear
synthesized_audio/de2_happy_p000402.wav,happiness
synthesized_audio/de2_angry_p000403.wav,anger
synthesized_audio/de2_sad_p000404.wav,sadness
synthesized_audio/de2_bored_p000406.wav,boredom
synthesized_audio/de3_happy_p000408.wav,happiness
synthesized_audio/de3_angry_p000409.wav,anger
synthesized_audio/de3_bored_p000412.wav,boredom
synthesized_audio/de3_scared_p000413.wav,fear
synthesized_audio/de4_happy_p000414.wav,happiness
synthesized_audio/de4_angry_p000415.wav,anger
synthesized_audio/de4_sad_p000416.wav,sadness
synthesized_audio/de4_neutral_p000417.wav,neutral
synthesized_audio/de4_bored_p000418.wav,boredom
synthesized_audio/de4_scared_p000419.wav,fear
synthesized_audio/de1_happy_p000432.wav,happiness
synthesized_audio/de1_angry_p000433.wav,anger
synthesized_audio/de1_bored_p000436.wav,boredom
synthesized_audio/de1_scared_p000437.wav,fear
synthesized_audio/de2_happy_p000438.wav,happiness
synthesized_audio/de2_angry_p000439.wav,anger
synthesized_audio/de2_sad_p000440.wav,sadness
synthesized_audio/de2_neutral_p000441.wav,neutral
synthesized_audio/de2_bored_p000442.wav,boredom
synthesized_audio/de2_scared_p000443.wav,fear
synthesized_audio/de3_happy_p000444.wav,happiness
synthesized_audio/de3_sad_p000446.wav,sadness
synthesized_audio/de3_neutral_p000447.wav,neutral
synthesized_audio/de3_bored_p000448.wav,boredom
synthesized_audio/de4_happy_p000450.wav,happiness
synthesized_audio/de4_angry_p000451.wav,anger
synthesized_audio/de4_bored_p000454.wav,boredom
synthesized_audio/de1_happy_p000468.wav,happiness
synthesized_audio/de1_angry_p000469.wav,anger
synthesized_audio/de1_neutral_p000471.wav,neutral
synthesized_audio/de1_scared_p000473.wav,fear
synthesized_audio/de2_happy_p000474.wav,happiness
synthesized_audio/de2_sad_p000476.wav,sadness
synthesized_audio/de2_neutral_p000477.wav,neutral
synthesized_audio/de2_bored_p000478.wav,boredom
synthesized_audio/de3_happy_p000480.wav,happiness
synthesized_audio/de3_sad_p000482.wav,sadness
synthesized_audio/de3_neutral_p000483.wav,neutral
synthesized_audio/de3_bored_p000484.wav,boredom
synthesized_audio/de4_happy_p000486.wav,happiness
synthesized_audio/de4_angry_p000487.wav,anger
synthesized_audio/de4_sad_p000488.wav,sadness
synthesized_audio/de4_neutral_p000489.wav,neutral
synthesized_audio/de4_bored_p000490.wav,boredom
synthesized_audio/de4_scared_p000491.wav,fear
synthesized_audio/de1_happy_p000504.wav,happiness
synthesized_audio/de1_angry_p000505.wav,anger
synthesized_audio/de1_sad_p000506.wav,sadness
synthesized_audio/de1_neutral_p000507.wav,neutral
synthesized_audio/de1_bored_p000508.wav,boredom
synthesized_audio/de1_scared_p000509.wav,fear
synthesized_audio/de2_angry_p000511.wav,anger
synthesized_audio/de2_sad_p000512.wav,sadness
synthesized_audio/de2_neutral_p000513.wav,neutral
synthesized_audio/de2_scared_p000515.wav,fear
synthesized_audio/de3_happy_p000516.wav,happiness
synthesized_audio/de3_sad_p000518.wav,sadness
synthesized_audio/de3_neutral_p000519.wav,neutral
synthesized_audio/de3_bored_p000520.wav,boredom
synthesized_audio/de3_scared_p000521.wav,fear
synthesized_audio/de4_happy_p000522.wav,happiness
synthesized_audio/de4_angry_p000523.wav,anger
synthesized_audio/de4_sad_p000524.wav,sadness
synthesized_audio/de1_neutral_p000543.wav,neutral
synthesized_audio/de1_bored_p000544.wav,boredom
synthesized_audio/de2_happy_p000546.wav,happiness
synthesized_audio/de2_sad_p000548.wav,sadness
synthesized_audio/de2_neutral_p000549.wav,neutral
synthesized_audio/de2_bored_p000550.wav,boredom
synthesized_audio/de3_happy_p000552.wav,happiness
synthesized_audio/de3_sad_p000554.wav,sadness
synthesized_audio/de3_neutral_p000555.wav,neutral
synthesized_audio/de3_bored_p000556.wav,boredom
synthesized_audio/de3_scared_p000557.wav,fear
synthesized_audio/de4_happy_p000558.wav,happiness
synthesized_audio/de4_angry_p000559.wav,anger
synthesized_audio/de4_sad_p000560.wav,sadness
synthesized_audio/de4_neutral_p000561.wav,neutral
synthesized_audio/de4_bored_p000562.wav,boredom
synthesized_audio/de4_scared_p000563.wav,fear
synthesized_audio/de1_happy_p000576.wav,happiness
synthesized_audio/de1_angry_p000577.wav,anger
synthesized_audio/de1_sad_p000578.wav,sadness
synthesized_audio/de1_bored_p000580.wav,boredom
synthesized_audio/de2_happy_p000582.wav,happiness
synthesized_audio/de2_sad_p000584.wav,sadness
synthesized_audio/de2_bored_p000586.wav,boredom
synthesized_audio/de3_happy_p000588.wav,happiness
synthesized_audio/de3_sad_p000590.wav,sadness
synthesized_audio/de3_neutral_p000591.wav,neutral
synthesized_audio/de3_bored_p000592.wav,boredom
synthesized_audio/de3_scared_p000593.wav,fear
synthesized_audio/de4_happy_p000594.wav,happiness
synthesized_audio/de4_angry_p000595.wav,anger
synthesized_audio/de4_sad_p000596.wav,sadness
synthesized_audio/de4_neutral_p000597.wav,neutral
synthesized_audio/de4_bored_p000598.wav,boredom
synthesized_audio/de1_happy_p000612.wav,happiness
synthesized_audio/de1_angry_p000613.wav,anger
synthesized_audio/de1_sad_p000614.wav,sadness
synthesized_audio/de1_neutral_p000615.wav,neutral
synthesized_audio/de1_bored_p000616.wav,boredom
synthesized_audio/de2_happy_p000618.wav,happiness
synthesized_audio/de2_sad_p000620.wav,sadness
synthesized_audio/de2_neutral_p000621.wav,neutral
synthesized_audio/de2_bored_p000622.wav,boredom
synthesized_audio/de2_scared_p000623.wav,fear
synthesized_audio/de3_happy_p000624.wav,happiness
synthesized_audio/de3_neutral_p000627.wav,neutral
synthesized_audio/de3_bored_p000628.wav,boredom
synthesized_audio/de3_scared_p000629.wav,fear
synthesized_audio/de4_happy_p000630.wav,happiness
synthesized_audio/de4_angry_p000631.wav,anger
synthesized_audio/de4_sad_p000632.wav,sadness
synthesized_audio/de4_neutral_p000633.wav,neutral
synthesized_audio/de4_bored_p000634.wav,boredom
synthesized_audio/de4_scared_p000635.wav,fear
synthesized_audio/de1_angry_p000649.wav,anger
synthesized_audio/de1_neutral_p000651.wav,neutral
synthesized_audio/de1_bored_p000652.wav,boredom
synthesized_audio/de1_scared_p000653.wav,fear
synthesized_audio/de2_happy_p000654.wav,happiness
synthesized_audio/de2_sad_p000656.wav,sadness
synthesized_audio/de2_neutral_p000657.wav,neutral
synthesized_audio/de2_bored_p000658.wav,boredom
synthesized_audio/de2_scared_p000659.wav,fear
synthesized_audio/de3_happy_p000660.wav,happiness
synthesized_audio/de3_sad_p000662.wav,sadness
synthesized_audio/de3_neutral_p000663.wav,neutral
synthesized_audio/de3_bored_p000664.wav,boredom
synthesized_audio/de3_scared_p000665.wav,fear
synthesized_audio/de4_happy_p000666.wav,happiness
synthesized_audio/de4_angry_p000667.wav,anger
synthesized_audio/de4_sad_p000668.wav,sadness
synthesized_audio/de4_neutral_p000669.wav,neutral
synthesized_audio/de4_bored_p000670.wav,boredom
synthesized_audio/de4_scared_p000671.wav,fear
synthesized_audio/de1_happy_p000684.wav,happiness
synthesized_audio/de1_neutral_p000687.wav,neutral
synthesized_audio/de1_bored_p000688.wav,boredom
synthesized_audio/de1_scared_p000689.wav,fear
synthesized_audio/de2_happy_p000690.wav,happiness
synthesized_audio/de2_sad_p000692.wav,sadness
synthesized_audio/de2_neutral_p000693.wav,neutral
synthesized_audio/de2_bored_p000694.wav,boredom
synthesized_audio/de2_scared_p000695.wav,fear
synthesized_audio/de3_happy_p000696.wav,happiness
synthesized_audio/de3_angry_p000697.wav,anger
synthesized_audio/de3_sad_p000698.wav,sadness
synthesized_audio/de3_scared_p000701.wav,fear
synthesized_audio/de4_happy_p000702.wav,happiness
synthesized_audio/de4_angry_p000703.wav,anger
synthesized_audio/de4_sad_p000704.wav,sadness
synthesized_audio/de4_neutral_p000705.wav,neutral
synthesized_audio/de4_bored_p000706.wav,boredom
synthesized_audio/de4_scared_p000707.wav,fear
synthesized_audio/de1_happy_p000720.wav,happiness
synthesized_audio/de1_sad_p000722.wav,sadness
synthesized_audio/de1_neutral_p000723.wav,neutral
synthesized_audio/de1_bored_p000724.wav,boredom
synthesized_audio/de1_scared_p000725.wav,fear
synthesized_audio/de2_happy_p000726.wav,happiness
synthesized_audio/de2_sad_p000728.wav,sadness
synthesized_audio/de2_bored_p000730.wav,boredom
synthesized_audio/de3_happy_p000732.wav,happiness
synthesized_audio/de3_angry_p000733.wav,anger
synthesized_audio/de3_sad_p000734.wav,sadness
synthesized_audio/de3_neutral_p000735.wav,neutral
synthesized_audio/de3_bored_p000736.wav,boredom
synthesized_audio/de3_scared_p000737.wav,fear
synthesized_audio/de4_happy_p000738.wav,happiness
synthesized_audio/de4_angry_p000739.wav,anger
synthesized_audio/de4_neutral_p000741.wav,neutral
synthesized_audio/de4_bored_p000742.wav,boredom
synthesized_audio/de1_sad_p000758.wav,sadness
synthesized_audio/de1_neutral_p000759.wav,neutral
synthesized_audio/de1_bored_p000760.wav,boredom
synthesized_audio/de1_scared_p000761.wav,fear
synthesized_audio/de2_happy_p000762.wav,happiness
synthesized_audio/de2_angry_p000763.wav,anger
synthesized_audio/de2_neutral_p000765.wav,neutral
synthesized_audio/de2_bored_p000766.wav,boredom
synthesized_audio/de3_happy_p000768.wav,happiness
synthesized_audio/de3_angry_p000769.wav,anger
synthesized_audio/de3_sad_p000770.wav,sadness
synthesized_audio/de3_bored_p000772.wav,boredom
synthesized_audio/de3_scared_p000773.wav,fear
synthesized_audio/de4_happy_p000774.wav,happiness
synthesized_audio/de4_angry_p000775.wav,anger
synthesized_audio/de4_sad_p000776.wav,sadness
synthesized_audio/de4_neutral_p000777.wav,neutral
synthesized_audio/de4_bored_p000778.wav,boredom
synthesized_audio/de4_scared_p000779.wav,fear
synthesized_audio/de1_happy_p000792.wav,happiness
synthesized_audio/de1_sad_p000794.wav,sadness
synthesized_audio/de1_neutral_p000795.wav,neutral
synthesized_audio/de1_bored_p000796.wav,boredom
synthesized_audio/de2_happy_p000798.wav,happiness
synthesized_audio/de2_angry_p000799.wav,anger
synthesized_audio/de2_neutral_p000801.wav,neutral
synthesized_audio/de2_bored_p000802.wav,boredom
synthesized_audio/de3_happy_p000804.wav,happiness
synthesized_audio/de3_angry_p000805.wav,anger
synthesized_audio/de3_neutral_p000807.wav,neutral
synthesized_audio/de3_bored_p000808.wav,boredom
synthesized_audio/de4_angry_p000811.wav,anger
synthesized_audio/de4_sad_p000812.wav,sadness
synthesized_audio/de4_neutral_p000813.wav,neutral
synthesized_audio/de4_bored_p000814.wav,boredom
synthesized_audio/de4_scared_p000815.wav,fear
synthesized_audio/de1_happy_p000828.wav,happiness
synthesized_audio/de1_sad_p000830.wav,sadness
synthesized_audio/de1_bored_p000832.wav,boredom
synthesized_audio/de2_sad_p000836.wav,sadness
synthesized_audio/de2_neutral_p000837.wav,neutral
synthesized_audio/de2_bored_p000838.wav,boredom
synthesized_audio/de2_scared_p000839.wav,fear
synthesized_audio/de3_happy_p000840.wav,happiness
synthesized_audio/de3_neutral_p000843.wav,neutral
synthesized_audio/de3_bored_p000844.wav,boredom
synthesized_audio/de3_scared_p000845.wav,fear
synthesized_audio/de4_happy_p000846.wav,happiness
synthesized_audio/de4_angry_p000847.wav,anger
synthesized_audio/de4_neutral_p000849.wav,neutral
synthesized_audio/de4_bored_p000850.wav,boredom
synthesized_audio/de4_scared_p000851.wav,fear
synthesized_audio/de1_happy_p000864.wav,happiness
synthesized_audio/de1_sad_p000866.wav,sadness
synthesized_audio/de1_neutral_p000867.wav,neutral
synthesized_audio/de1_bored_p000868.wav,boredom
synthesized_audio/de2_happy_p000870.wav,happiness
synthesized_audio/de2_neutral_p000873.wav,neutral
synthesized_audio/de2_bored_p000874.wav,boredom
synthesized_audio/de2_scared_p000875.wav,fear
synthesized_audio/de3_neutral_p000879.wav,neutral
synthesized_audio/de3_bored_p000880.wav,boredom
synthesized_audio/de3_scared_p000881.wav,fear
synthesized_audio/de4_angry_p000883.wav,anger
synthesized_audio/de4_sad_p000884.wav,sadness
synthesized_audio/de4_neutral_p000885.wav,neutral
synthesized_audio/de4_bored_p000886.wav,boredom
synthesized_audio/de4_scared_p000887.wav,fear
synthesized_audio/de1_sad_p000902.wav,sadness
synthesized_audio/de1_neutral_p000903.wav,neutral
synthesized_audio/de1_bored_p000904.wav,boredom
synthesized_audio/de1_scared_p000905.wav,fear
synthesized_audio/de2_happy_p000906.wav,happiness
synthesized_audio/de2_sad_p000908.wav,sadness
synthesized_audio/de2_neutral_p000909.wav,neutral
synthesized_audio/de2_bored_p000910.wav,boredom
synthesized_audio/de3_happy_p000912.wav,happiness
synthesized_audio/de3_neutral_p000915.wav,neutral
synthesized_audio/de3_bored_p000916.wav,boredom
synthesized_audio/de4_happy_p000918.wav,happiness
synthesized_audio/de4_angry_p000919.wav,anger
synthesized_audio/de4_sad_p000920.wav,sadness
synthesized_audio/de4_neutral_p000921.wav,neutral
synthesized_audio/de4_bored_p000922.wav,boredom
synthesized_audio/de4_scared_p000923.wav,fear
synthesized_audio/de1_happy_p000936.wav,happiness
synthesized_audio/de1_angry_p000937.wav,anger
synthesized_audio/de1_neutral_p000939.wav,neutral
synthesized_audio/de1_bored_p000940.wav,boredom
synthesized_audio/de1_scared_p000941.wav,fear
synthesized_audio/de2_happy_p000942.wav,happiness
synthesized_audio/de2_sad_p000944.wav,sadness
synthesized_audio/de2_bored_p000946.wav,boredom
synthesized_audio/de2_scared_p000947.wav,fear
synthesized_audio/de3_sad_p000950.wav,sadness
synthesized_audio/de3_neutral_p000951.wav,neutral
synthesized_audio/de3_bored_p000952.wav,boredom
synthesized_audio/de3_scared_p000953.wav,fear
synthesized_audio/de4_happy_p000954.wav,happiness
synthesized_audio/de4_angry_p000955.wav,anger
synthesized_audio/de4_sad_p000956.wav,sadness
synthesized_audio/de4_neutral_p000957.wav,neutral
synthesized_audio/de4_bored_p000958.wav,boredom
synthesized_audio/de1_happy_p000972.wav,happiness
synthesized_audio/de1_angry_p000973.wav,anger
synthesized_audio/de1_sad_p000974.wav,sadness
synthesized_audio/de1_neutral_p000975.wav,neutral
synthesized_audio/de1_bored_p000976.wav,boredom
synthesized_audio/de2_happy_p000978.wav,happiness
synthesized_audio/de2_sad_p000980.wav,sadness
synthesized_audio/de2_neutral_p000981.wav,neutral
synthesized_audio/de2_bored_p000982.wav,boredom
synthesized_audio/de2_scared_p000983.wav,fear
synthesized_audio/de3_happy_p000984.wav,happiness
synthesized_audio/de3_angry_p000985.wav,anger
synthesized_audio/de3_sad_p000986.wav,sadness
synthesized_audio/de3_neutral_p000987.wav,neutral
synthesized_audio/de3_bored_p000988.wav,boredom
synthesized_audio/de4_angry_p000991.wav,anger
synthesized_audio/de4_sad_p000992.wav,sadness
synthesized_audio/de4_neutral_p000993.wav,neutral
synthesized_audio/de4_bored_p000994.wav,boredom
synthesized_audio/de1_happy_p001008.wav,happiness
synthesized_audio/de1_neutral_p001011.wav,neutral
synthesized_audio/de1_scared_p001013.wav,fear
synthesized_audio/de2_happy_p001014.wav,happiness
synthesized_audio/de2_angry_p001015.wav,anger
synthesized_audio/de2_sad_p001016.wav,sadness
synthesized_audio/de2_neutral_p001017.wav,neutral
synthesized_audio/de2_bored_p001018.wav,boredom
synthesized_audio/de2_scared_p001019.wav,fear
synthesized_audio/de3_happy_p001020.wav,happiness
synthesized_audio/de3_angry_p001021.wav,anger
synthesized_audio/de3_sad_p001022.wav,sadness
synthesized_audio/de3_neutral_p001023.wav,neutral
synthesized_audio/de3_bored_p001024.wav,boredom
synthesized_audio/de4_happy_p001026.wav,happiness
synthesized_audio/de4_angry_p001027.wav,anger
synthesized_audio/de4_neutral_p001029.wav,neutral
synthesized_audio/de4_bored_p001030.wav,boredom
synthesized_audio/de4_scared_p001031.wav,fear
synthesized_audio/de1_happy_p001044.wav,happiness
synthesized_audio/de1_sad_p001046.wav,sadness
synthesized_audio/de1_bored_p001048.wav,boredom
synthesized_audio/de2_happy_p001050.wav,happiness
synthesized_audio/de2_angry_p001051.wav,anger
synthesized_audio/de2_sad_p001052.wav,sadness
synthesized_audio/de2_neutral_p001053.wav,neutral
synthesized_audio/de2_bored_p001054.wav,boredom
synthesized_audio/de2_scared_p001055.wav,fear
synthesized_audio/de3_scared_p001061.wav,fear
synthesized_audio/de4_happy_p001062.wav,happiness
synthesized_audio/de4_angry_p001063.wav,anger
synthesized_audio/de4_sad_p001064.wav,sadness
synthesized_audio/de4_neutral_p001065.wav,neutral
synthesized_audio/de4_bored_p001066.wav,boredom
synthesized_audio/de1_happy_p001080.wav,happiness
synthesized_audio/de1_angry_p001081.wav,anger
synthesized_audio/de1_bored_p001084.wav,boredom
synthesized_audio/de1_scared_p001085.wav,fear
synthesized_audio/de2_neutral_p001089.wav,neutral
synthesized_audio/de2_bored_p001090.wav,boredom
synthesized_audio/de2_scared_p001091.wav,fear
synthesized_audio/de3_neutral_p001095.wav,neutral
synthesized_audio/de3_bored_p001096.wav,boredom
synthesized_audio/de4_happy_p001098.wav,happiness
synthesized_audio/de4_angry_p001099.wav,anger
synthesized_audio/de4_neutral_p001101.wav,neutral
synthesized_audio/de4_bored_p001102.wav,boredom
synthesized_audio/de1_happy_p001116.wav,happiness
synthesized_audio/de1_neutral_p001119.wav,neutral
synthesized_audio/de1_bored_p001120.wav,boredom
synthesized_audio/de1_scared_p001121.wav,fear
synthesized_audio/de2_happy_p001122.wav,happiness
synthesized_audio/de2_angry_p001123.wav,anger
synthesized_audio/de2_sad_p001124.wav,sadness
synthesized_audio/de2_bored_p001126.wav,boredom
synthesized_audio/de2_scared_p001127.wav,fear
synthesized_audio/de3_sad_p001130.wav,sadness
synthesized_audio/de3_neutral_p001131.wav,neutral
synthesized_audio/de3_bored_p001132.wav,boredom
synthesized_audio/de3_scared_p001133.wav,fear
synthesized_audio/de4_happy_p001134.wav,happiness
synthesized_audio/de4_angry_p001135.wav,anger
synthesized_audio/de4_sad_p001136.wav,sadness
synthesized_audio/de4_bored_p001138.wav,boredom
